job_id,title,company,location,db_level,title_level,final_level,confidence,needs_review,reason
543,HSE Supervisor,PT Vosen Pratita Kemindo,Bogor,Supervisor / Coordinator,supervisor,supervisor,0.8,True,"High confidence from title (80%), overriding database"
544,Supervisor TAX,Arba Citra Rasa,Jakarta Selatan,Supervisor / Coordinator,supervisor,supervisor,0.95,True,"High confidence from title (95%), overriding database"
545,Social Media Manager (Internship),Angkasa Bangunan Jakarta,Jakarta Barat,Junior / Entry Level,manager,manager,0.8,True,"High confidence from title (80%), overriding database"
559,Asisten Guru Anak Berkebutuhan Khusus,Miracle School Jakarta Selatan,Jakarta Selatan,Staff / Officer,assistant,assistant,0.95,True,"High confidence from title (95%), overriding database"
560,Area Sales Promotion Supervisor,PT. SARANAJAYA SERBAGUNA,Malang,Supervisor / Coordinator,supervisor,Supervisor / Coordinator,0.65,False,"Low confidence from title (65%), using database"
563,Supervisor Security,PT Garda Cipta Sentosa,Depok,Supervisor / Coordinator,supervisor,supervisor,0.95,True,"High confidence from title (95%), overriding database"
567,Staf Administrasi,VISI PRIMA EQUITY,Jakarta Utara,Staff / Officer,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
568,Staf Accounting Tax,PT Fathian Trans Perkasa,Jakarta Utara,Staff / Officer,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
569,Junior Accounting Staff,MITRA GLOBAL SOLUSINDO,Kabupaten Tangerang,Staff / Officer,junior,junior,0.95,True,"High confidence from title (95%), overriding database"
571,Staff Legal (GA),Catur Pilar Sejahtera (Althea Eco Bag),Surabaya,Staff / Officer,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
572,Asisten Kepala Gudang,PT Protein Industri Pakan Indonesia,Medan,Staff / Officer,assistant,assistant,0.95,True,"High confidence from title (95%), overriding database"
575,Site Manager,PT Sarena Jaya Berkah,Depok,Staff / Officer,manager,manager,0.8,True,"High confidence from title (80%), overriding database"
576,Kepala Security,PT. SUKSES DAMAI BAHARI,Rangkasbitung,Staff / Officer,lead,lead,0.95,True,"High confidence from title (95%), overriding database"
581,Kepala Bagian Produksi Makanan,CV RI Food International,Jakarta Barat,Staff / Officer,lead,lead,0.95,True,"High confidence from title (95%), overriding database"
584,Staff Accounting,PT MANDIRI ALAM LESTARI,Depok,Staff / Officer,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
586,Staff Operasional FnB,PT. MEGA ADHITAMA PERKASA,Tangerang,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
590,Sales Manager (Sparepart Motor),KOPERASI NUSA RAYA CIPTA,Jakarta Utara,Manager / Assistant Manager,manager,manager,0.8,True,"High confidence from title (80%), overriding database"
591,Staf Kepatuhan & Keamanan,PT. Djajadiningrat Kencana Abadi,Jakarta Barat,Staff / Officer,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
592,Supervisor Klinik,Klinik Terapi Ozon Galaxy,Bekasi,Supervisor / Coordinator,supervisor,supervisor,0.95,True,"High confidence from title (95%), overriding database"
594,Sales Direct,CV Bio Sarana Nusantara,Jakarta Timur,Staff / Officer,director,director,0.8,True,"High confidence from title (80%), overriding database"
597,Manajer Pabrik,PT INDOJAYA SWASTI SEJATI,Tangerang,Manager / Assistant Manager,manager,manager,0.95,True,"High confidence from title (95%), overriding database"
603,Staff Akuntan,PT. EXCELLENT HEAVY INDUSTRIES,Kabupaten Tangerang,Staff / Officer,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
612,Manager Operasional Kepatuhan & Keamanan,PT. Djajadiningrat Kencana Abadi,Jakarta Pusat,Manager / Assistant Manager,manager,manager,0.95,True,"High confidence from title (95%), overriding database"
613,Asisten Apoteker,Apotek BigBro,Badung,Staff / Officer,assistant,assistant,0.95,True,"High confidence from title (95%), overriding database"
614,Staff Accounting Pajak,Progress Solution,Jakarta Barat,Staff / Officer,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
616,Social Media Manager,PT Anugerah Berkat Cahayaabadi,Kabupaten Tangerang,Junior / Entry Level,manager,manager,0.8,True,"High confidence from title (80%), overriding database"
618,Music Instructor,Farabi Music Education Center Samarinda,Samarinda,Junior / Entry Level,c-level,c-level,0.8,True,"High confidence from title (80%), overriding database"
621,Staf Distribusi ( Logistik ),PT Sapalindo Berdikari Niaga,Jakarta Selatan,Staff / Officer,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
624,Staff Accounting,PT TRILOKA WISATA ABADI (HITS TRAVEL),Tangerang,Staff / Officer,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
625,Staff Admin,PT TRILOKA WISATA ABADI (HITS TRAVEL),Tangerang,Staff / Officer,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
627,Staff Electrical,SINAR ALAM GROUP,Cirebon,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
634,MICE Staff,tokabe.id,Medan,Staff / Officer,staff,staff,0.8,True,"High confidence from title (80%), overriding database"
642,Personal Assistant,PT.Guntur Satria Perkasa,Jakarta Timur,Staff / Officer,assistant,assistant,0.8,True,"High confidence from title (80%), overriding database"
643,Supervisor D3 (Design Drawing Development),PT Kwarsa Indah Murni,Kabupaten Tangerang,Supervisor / Coordinator,supervisor,supervisor,0.95,True,"High confidence from title (95%), overriding database"
644,Senior Mekanik,PT.USAHA KALTIM MANDIRI,Balikpapan,Supervisor / Coordinator,senior,senior,0.95,True,"High confidence from title (95%), overriding database"
646,Staff Sales Marketing,Bake It! Indonesia,Denpasar,Staff / Officer,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
654,Staff Administrasi,Confidential Company,Serang,Staff / Officer,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
658,Assistant Manager Accounting Finance,PT Fuji Finance Indonesia TBK,Jakarta Selatan,Manager / Assistant Manager,assistant,assistant,0.95,True,"High confidence from title (95%), overriding database"
668,Marketing Staff,PT Asuransi Jiwa Syariah AL AMIN,Samarinda,Staff / Officer,staff,staff,0.8,True,"High confidence from title (80%), overriding database"
673,Staff Helper,PT Permata Selaras Karya Mandiri,Jakarta Selatan,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
679,Staff Packing,CV Maxi Bersaudara Sejahtera Gemilang,Kabupaten Tangerang,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
682,Asisten Toko Online Shop,CV Maxi Bersaudara Sejahtera Gemilang,Tangerang Selatan,Junior / Entry Level,assistant,assistant,0.95,True,"High confidence from title (95%), overriding database"
683,Staf Input Data,Bunga Matahari,Banyuasin,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
684,Staff Desainer Grafis,HENDRA BUDI GRUP,Bantul,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
685,Staff Legal,HENDRA BUDI GRUP,Bantul,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
692,Staff HRGA,PT. Power Pack Industrial Solution,Gresik,Staff / Officer,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
696,Staff PPIC,PT. Power Pack Industrial Solution,Gresik,Supervisor / Coordinator,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
697,Direct Sales,PT. MEGA CREATIVE PROMOSINDO Cab Tangerang,Karawang,Junior / Entry Level,director,director,0.95,True,"High confidence from title (95%), overriding database"
701,Staf IT Support,Universitas Teknologi Surabaya,Surabaya,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
702,Sekretaris Dewan Direksi,PT Perkasa Abdi Bhuana,Bekasi,Staff / Officer,director,director,0.8,True,"High confidence from title (80%), overriding database"
705,Staff Accounting Tax,PT MENTENG INDAH SANTOSA,Bekasi,Staff / Officer,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
706,Staff Adminitrasi,Privilege Consulting Indotama,Jakarta Barat,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
712,Staff Rektorat,Universitas Teknologi Surabaya,Surabaya,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
714,Staff Finance Accounting,PT Agrowisata Magnet Rezeki,Depok,Staff / Officer,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
716,Asisten Manajer (Mandarin),PT. AAE OUTDOOR INDONESIA,Brebes,Manager / Assistant Manager,assistant,assistant,0.95,True,"High confidence from title (95%), overriding database"
718,Staff Sales Marketing.,PT Berkat Sinarmas Makmur Sentosa (Besimas),Tangerang Selatan,Staff / Officer,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
721,Collector (CTB),PT KINARYA ALIHDAYA MANDIRI Regional Jawa Barat,Bandung Barat,Junior / Entry Level,c-level,c-level,0.8,True,"High confidence from title (80%), overriding database"
725,Staff HRD,PT. Sinar Multi Kemindo,Tangerang Selatan,Staff / Officer,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
728,SPV Sales,PT.Gamma Makmur Gemilang,Asahan,Supervisor / Coordinator,supervisor,supervisor,0.95,True,"High confidence from title (95%), overriding database"
729,Staff Admin,PT.Gamma Makmur Gemilang,Asahan,Staff / Officer,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
731,Head Warehouse ( Kepala Gudang ),PT.Gamma Makmur Gemilang,Rantau Prapat,Supervisor / Coordinator,manager,manager,0.95,True,"High confidence from title (95%), overriding database"
734,Staff Admin,PT.Gamma Makmur Gemilang,Rantau Prapat,Staff / Officer,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
736,Marketing (Internship),BPR Adji Caka,Bandar Lampung,Junior / Entry Level,intern,intern,0.8,True,"High confidence from title (80%), overriding database"
738,Staff Accouting,Anara Jaya Boga Group,Surabaya,Staff / Officer,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
740,Kitchen Staff,Anara Jaya Boga Group,Surabaya,Staff / Officer,staff,staff,0.8,True,"High confidence from title (80%), overriding database"
747,Staff Akuntansi (Bookkeeper),Bunda Asuh Nanda,Bandung Kota,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
751,HRGA Staff,PT. DIAMOND PRIMA JAYA,Kabupaten Tangerang,Junior / Entry Level,staff,staff,0.8,True,"High confidence from title (80%), overriding database"
758,Staff Administrasi,Abadi Group Plastik,Sidoarjo,Staff / Officer,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
768,PIC/Leader Store,PT Segar Putra Indonesia,Bogor,Staff / Officer,lead,lead,0.8,True,"High confidence from title (80%), overriding database"
771,Staff Akunting,PT Consultall Solusi Kita,Kabupaten Tangerang,Staff / Officer,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
772,Staff Admin,MetronoM DJ School,Jakarta Selatan,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
775,Manager Restaurant,Tp Liquor and Tobacco,Jakarta Utara,Manager / Assistant Manager,manager,manager,0.95,True,"High confidence from title (95%), overriding database"
776,Staff Finance,SANJAYA THANRY BAHTERA,Jakarta Utara,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
777,Senior Staff Purchasing,PT Perdana Makmur Jaya,Tangerang Selatan,Supervisor / Coordinator,senior,senior,0.95,True,"High confidence from title (95%), overriding database"
780,Staff Marketing,PT. Djajadiningrat Kencana Abadi,Jakarta Pusat,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
791,Social Media Content Creator Intern,Net Cellindo Pusat,Jakarta Barat,Junior / Entry Level,intern,Junior / Entry Level,0.65,False,"Low confidence from title (65%), using database"
795,Staff Sekretaris,PT. Jayabrix Indonesia,Surabaya,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
797,Staff Admin Procurement,PT. Primordia Siparup Perkasa,Jakarta Selatan,Staff / Officer,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
799,Staff Branding (Content Creator ),PT. Jayabrix Indonesia,Surabaya,Staff / Officer,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
801,Supervisor Produksi Jahit,Precious One,Jakarta Barat,Supervisor / Coordinator,supervisor,supervisor,0.95,True,"High confidence from title (95%), overriding database"
804,Staff Accounting,PT. INDONESIA RAYA EXPRESS,Jakarta Barat,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
805,Personal Assistance Director,GREAT MEDIA NUSANTARA,Jakarta Utara,Junior / Entry Level,director,director,0.8,True,"High confidence from title (80%), overriding database"
806,Accounting SPV,BURSA MOBIL TAV,Semarang,Manager / Assistant Manager,supervisor,supervisor,0.8,True,"High confidence from title (80%), overriding database"
813,Manajer Produksi,CV DAYA,Bantul,Supervisor / Coordinator,manager,manager,0.95,True,"High confidence from title (95%), overriding database"
815,Staff Pastry,PT. DANATA GLOBAL MANAGEMENT,Tangerang Selatan,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
824,Staff Marketing,PT. Wismatata Eltrajaya,Cikarang,Staff / Officer,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
825,Staff Akunting,PT Sinergi Anugrah Mandiri,Jakarta Barat,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
834,Staff Helper Gudang,PT LongSheng Metal Product,Jakarta Barat,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
835,Warehouse Staff,PT Dhaulagiri Indo Raya,Jakarta Utara,Junior / Entry Level,staff,staff,0.8,True,"High confidence from title (80%), overriding database"
838,Supervisor E-Commerce,PT HERTA TRADE INDO,Tangerang,Supervisor / Coordinator,supervisor,supervisor,0.95,True,"High confidence from title (95%), overriding database"
839,Staff Administrasi,PT. Djajadiningrat Kencana Abadi,Jakarta Pusat,Junior / Entry Level,staff,staff,0.95,True,"High confidence from title (95%), overriding database"
840,Junior Graphic Designer,IGB Media,Surabaya,Junior / Entry Level,junior,junior,0.95,True,"High confidence from title (95%), overriding database"
841,Production Assistant,IGB Media,Surabaya,Junior / Entry Level,assistant,assistant,0.8,True,"High confidence from title (80%), overriding database"
